cm
7.8750
7.8929
7.8929
7.8750
7.8750
7.8929
7.8750
7.8929
7.8929
7.8929
7.8929
7.8750
7.8929
7.8929
7.4464
7.8929
7.8929
7.8929
7.8929
7.8929
7.8929
7.8929
7.4464
7.8929
7.8750
7.8929
7.8929
7.8929
7.8750
7.8929
7.8929
7.8929
7.8929
7.8929
7.8929
7.8929
7.8929
7.8929
7.4464
7.8929
7.8929
7.8929
7.8929
7.8929
7.8750
7.8750
7.8929
7.8750
7.8929
7.8929
7.8929
7.8929
7.8929
7.8929
7.8929
7.8929
7.8750
7.8750
7.8929
7.8750
7.8929
7.8750
7.8929
7.8929
7.8929
7.8750
7.4464
7.8750
7.4464
7.8750
7.8929
7.8750
7.8929
7.8750
7.8750
7.8929
7.8750
7.8750
7.8750
7.8929
7.8750
7.8929
7.8750
7.4464
7.4464
7.8929
7.4464
7.8929
7.8750
7.8750
7.8929
7.8750
7.8929
7.8750
7.8750
7.8929
7.8929
7.4464
7.4464
7.4464
7.8929
7.8929
7.8929
7.4286
7.4464
7.8750
7.4464
7.4464
7.8929
7.8929
7.8929
7.8929
7.4464
7.4464
7.4464
7.4464
7.8929
7.8929
7.8750
7.8750
7.8750
7.8929
7.4464
7.8929
7.8929
7.4464
7.8929
7.8929
7.8929
7.8929
7.8929
7.8929
7.8929
7.4464
7.8750
7.8929
7.4464
7.8929
7.4464
7.8929
7.8929
7.4464
7.4464
7.4464
7.8929
7.8929
7.4464
7.8929
7.3750
7.3929
7.4464
7.8929
7.8929
7.8929
7.8929
7.8750
7.8750
8.3929
8.5179
8.2143
8.8214
8.2679
8.8393
9.0893
9.1429
10.0179
11.7143
13.8036
13.7321
13.9286
15.1250
15.8214
17.0714
18.6964
19.3929
20.5893
21.5179
22.8571
24.5893
25.9286
26.8750
27.1071
28.1250
28.6250
28.4286
27.4821
26.4286
25.4821
25.3036
25.3036
25.8571
25.9821
25.4821
25.9286
25.3571
25.1071
25.5357
25.1071
25.4821
25.4643
25.1071
25.1071
25.1071
25.1071
25.1071
25.1071
25.1071
25.1071
25.1071
25.1071
25.1071
25.1071
25.0893
25.1071
25.0893
25.1071
25.1071
25.0893
25.1071
25.1071
25.5536
25.1071
25.1071
25.1071
25.1071
25.5536
25.1071
25.1071
25.1071
25.5536
25.1071
25.1071
25.1071
25.5536
25.1071
25.5536
25.5536
25.1071
25.1071
25.5536
25.0893
25.0893
25.1071
25.5536
25.5357
25.5536
25.0893
25.1071
25.5536
25.1071
25.5357
25.1071
25.5536
25.1071
25.5536
25.1071
25.1071
25.5357
25.1071
25.5536
25.1071
25.5357
25.1071
25.5536
25.5536
25.5536
25.5536
25.0893
25.5357
25.5536
25.1071
25.5536
25.5536
25.5357
25.5536
25.1071
25.5536
25.5536
25.1071
25.5357
25.5536
25.5536
25.5357
25.1071
25.5536
25.5357
25.0893
25.5536
25.1071
25.5536
25.5536
25.5357
25.5357
25.5536
25.5536
25.1071
25.5536
25.5536
25.1071
25.1071
25.1071
25.5536
25.5536
25.1071
25.5536
25.5357
25.5536
25.5536
25.5536
25.1071
25.5536
25.1071
25.5357
25.5357
25.4821
25.0893
25.1071
25.5357
25.5357
25.5357
25.5357
25.1071
25.5536
25.5536
25.5536
25.5536
25.5536
25.1071
25.5536
25.5357
25.4821
25.5536
25.4821
25.4821
25.4821
25.4821
25.5000
25.5000
25.4821
25.4821
25.4821
25.4821
25.5000
25.4821
25.4821
25.4821
25.4821
25.4821
25.4821
25.4821
25.4821
25.4821
25.4821
25.4643
25.5536
25.4821
25.5536
25.5000
25.4821
25.4821
25.4821
25.5357
25.4821
25.5357
25.4821
25.4821
25.5000
25.5357
25.5357
25.5357
25.5536
25.4821
25.5000
25.4821
25.5357
25.4821
25.5357
25.5357
25.5357
25.5536
25.4821
25.5357
25.4821
25.5536
25.5357
25.4821
25.4821
25.4821
25.5357
25.5357
25.5357
25.4821
25.4821
25.4821
25.5000
25.4821
25.4821
25.4821
25.4821
25.4821
25.4821
25.5000
25.4643
25.4821
25.4821
25.4821
25.4821
25.4821
25.4821
25.5000
25.4821
25.4821
25.5000
25.4821
25.4821
25.5000
25.4821
25.5357
25.5000
25.5536
25.4821
25.4821
25.5357
25.4821
25.4821
25.4821
25.4821
25.5000
25.5536
25.5000
25.4821
25.4821
25.4821
25.5536
25.4821
25.5357
25.4821
25.4821
25.4821
25.4821
25.5000
25.4821
25.5536
25.4821
25.4821
25.4821
25.4821
25.4821
25.4821
25.5000
25.4643
25.5357
25.5000
25.4821
25.2857
25.8750
25.4286
25.7857
25.3571
25.7500
25.3571
25.4286
25.7500
27.4464
27.8214
29.0714
29.6964
30.6964
31.9643
32.7857
33.7857
36.4821
36.4821
135.0536
44.1607
406.4286
406.4286
406.4286
406.4286
406.4286
406.4286
406.4286
211.4464
47.7500
46.9107
45.3393
43.8571
43.5893
43.2857
43.2143
43.2679
43.6429
43.6429
43.6429
43.6429
43.6429
43.6429
43.6429
43.6429
43.6429
269.3036
267.5000
267.5000
267.5000
267.5000
267.5000
41.1964
46.5357
41.6250
41.2679
42.3214
44.7679
45.6071
43.7143
43.2679
42.9643
42.9464
43.3929
42.9643
42.9464
43.5179
43.5179
43.5179
43.3929
43.8393
42.9464
43.3929
43.3750
43.3393
43.3393
43.3929
43.4464
43.0179
42.8929
43.3393
43.0357
43.2679
43.0893
43.6607
43.5893
43.0893
43.4107
42.8929
42.8750
43.4464
43.4643
44.1607
44.7143
44.2857
44.7143
44.7143
44.7321
44.2857
44.7143
44.2857
44.2857
44.7143
44.7143
44.7321
44.7143
44.7143
44.7143
44.7857
44.7143
44.7143
44.7143
44.7679
44.7679
44.7679
44.7321
44.7679
44.7679
44.7857
44.7857
44.7857
44.7321
44.7321
44.7857
44.7857
44.7857
44.7679
44.7857
44.7321
44.7857
44.7857
44.7857
44.7857
44.7857
44.7857
44.7321
44.7679
44.7857
44.7857
44.7857
44.7321
44.7857
44.7679
44.8036
44.7857
44.7857
44.7321
44.7857
44.7857
44.8036
44.7321
44.7857
44.7321
44.7857
44.7857
44.7857
44.7857
44.7857
44.7857
44.7321
44.7143
44.7321
44.7321
44.7857
44.7857
44.7679
44.7857
44.7857
44.7857
44.7679
44.3214
44.7857
44.7857
44.7857
44.7857
44.7857
44.7679
44.7321
44.7857
44.7857
44.7679
44.7857
44.7321
44.7857
44.7857
44.7857
44.7679
44.7679
44.3393
44.7679
44.7679
44.7857
44.7857
44.7857
44.7857
44.7857
44.7857
44.7857
44.3393
44.3393
44.3214
44.7857
44.7857
44.7679
44.7857
44.7679
44.7857
44.7679
44.7857
44.7857
44.7857
44.3214
44.7857
44.7857
44.7679
44.7679
44.7857
44.7857
44.3393
44.3393
44.7857
44.7679
44.7857
44.7857
44.7857
44.7857
44.7857
44.7679
44.7857
44.7857
44.7321
44.7857
44.7857
44.7857
44.7857
44.7679
44.7857
44.7857
44.7857
44.3393
44.7857
44.7857
44.7857
44.7857
44.7857
44.7857
44.7679
44.3393
44.7857
44.7857
44.7857
44.7857
44.7857
44.7857
44.7857
44.7857
44.7857
44.7857
44.3393
44.7857
44.7857
44.7857
44.7679
44.7857
44.7857
44.7857
44.7857
44.7679
44.3214
44.7857
44.7857
44.7679
44.7857
44.7857
44.7857
44.7857
44.7857
44.7857
44.7857
44.7857
44.7857
44.7857
44.7857
44.7857
44.7679
44.7857
44.8036
44.8036
44.3393
44.7857
44.7857
44.7857
44.7857
44.7857
44.7857
44.7857
44.7679
44.7857
44.7857
44.7857
44.8036
44.7857
44.7679
44.7679
44.3393
44.3393
44.7679
44.3393
44.3393
44.7857
44.7679
44.3214
44.7857
44.7857
44.7857
44.7857
44.3393
44.7857
44.7857
44.7679
44.7857
44.7857
44.7857
44.3393
44.3393
44.7857
44.7679
44.7679
44.7857
44.7857
44.7857
44.7679
44.7857
44.7857
44.7857
44.7321
44.7857
44.7857
44.7857
44.3393
44.7857
44.7857
44.7857
44.7857
44.7679
44.7857
44.3214
44.3393
44.7857
44.7857
44.7857
44.7857
44.7857
44.3393
44.7857
44.7857
44.7857
44.3393
44.7857
44.7857
44.7857
44.7679
44.7857
44.7857
44.7679
44.7857
44.7857
44.7857
44.3214
44.7857
44.7857
44.7857
44.7857
44.7857
44.7857
44.7857
44.7857
44.7679
44.7857
44.7857
44.7679
44.7857
44.7679
44.7857
44.7857
44.7321
44.7857
44.3393
44.7857
44.7321
44.7857
44.3393
44.7857
45.7143
46.1607
45.6607
46.1607
46.1786
46.1071
45.6786
46.1071
46.1071
46.1071
45.6607
46.0893
46.5357
47.4107
46.5536
47.4107
205.8393
208.0179
208.0179
209.3572
45.7321
45.4286
45.5357
45.2143
45.9286
45.9821
46.7857
47.1607
48.3036
49.1786
50.1250
51.0000
51.6429
53.4464
54.8393
55.8929
57.3393
58.6250
60.0536
61.1250
62.1964
63.3214
63.9643
65.2857
65.2679
65.0893
64.5714
64.5357
63.9643
64.0000
64.4643
64.3929
64.0000
64.4643
64.9643
65.2857
64.8571
65.2143
64.7857
65.2679
65.2857
64.8393
65.1964
64.7679
64.7679
64.7679
65.1607
65.2143
65.1964
64.7143
64.6964
64.6964
64.7143
64.7143
64.6964
64.7143
64.6964
64.6964
64.6964
64.7143
64.7143
64.7143
64.7143
64.6964
64.7143
64.7143
64.6964
64.7143
64.6964
64.6964
64.6964
64.7143
65.1786
64.7143
65.1607
64.6964
65.1607
65.1607
64.7143
64.6964
64.6964
64.7143
64.6964
64.7143
64.7143
64.6964
64.7143
64.6964
64.7143
64.7143
64.6964
64.7143
64.7143
64.6964
64.6964
64.6964
65.1607
64.7143
64.7143
64.6964
64.6964
64.7143
64.6964
64.7143
64.6964
64.7143
65.1607
65.1607
64.7143
65.1071
64.7143
64.7143
65.1607
64.7143
65.1607
65.1607
65.1607
64.7143
64.7143
64.7143
64.7143
64.7143
64.6964
64.6964
64.6964
64.6964
65.1607
64.7143
64.7143
64.7143
65.1607
65.1607
64.6964
65.1607
64.7143
64.7143
64.6964
64.7143
64.6964
64.7143
65.1607
64.6964
64.6964
64.6964
64.7143
64.6964
64.7143
64.6964
64.6964
64.6964
64.7143
64.7143
64.7143
64.7143
64.7143
64.7143
65.1607
64.6964
64.7143
64.6964
65.1607
64.7143
64.7143
65.1607
65.1607
65.1607
65.1786
65.1607
65.1607
64.6964
64.7143
64.7143
64.7143
64.7143
64.6964
64.6964
64.6964
64.7143
64.7143
65.1786
64.7143
64.7143
64.7143
64.7143
64.6964
64.7143
65.1607
65.1607
64.7143
64.7143
64.6964
64.7143
64.7143
65.1607
65.1607
65.1607
64.7143
65.1607
64.7143
64.7143
64.6964
64.7143
64.7143
65.1607
64.7143
64.7143
65.1607
65.1429
64.6964
64.7143
64.6964
64.6964
64.7143
64.7143
64.7143
65.1607
64.6964
64.7143
64.7143
65.1607
64.7143
64.6964
64.7143
64.7143
64.6964
64.7143
64.7143
64.7143
64.7143
65.1607
65.1607
65.1607
65.1607
65.1607
64.6964
64.7143
64.7143
64.6964
65.1607
64.6964
64.7143
64.7143
65.1607
64.6964
65.1607
64.6964
64.7143
64.6964
64.7143
64.6964
64.6964
65.1607
64.6964
64.6964
65.1607
65.1607
65.1607
64.6964
64.7143
65.1607
64.7143
64.7143
64.7143
64.7143
64.6964
65.1607
65.1607
65.1607
65.1607
65.1786
64.6964
64.6964
64.6964
64.7143
65.1607
65.1607
65.1607
65.1607
64.6964
65.1607
64.7143
65.1786
64.7143
64.7143
64.7143
64.6964
64.6964
64.7143
65.1607
65.1607
65.1607
64.7143
64.7143
65.1607
64.7143
64.6964
64.6964
64.7143
65.1786
64.6964
64.7143
65.1607
64.6964
64.7143
65.1786
65.1607
64.7143
64.6964
64.7143
65.1607
65.1607
65.1607
64.7143
64.7143
64.7143
65.1607
64.7143
64.7143
65.1607
64.6964
64.6964
65.1607
64.6964
64.7143
65.1607
64.7143
64.7143
65.1607
65.1607
64.7143
64.7143
64.7143
65.1607
65.1607
64.7143
64.7143
64.7143
64.6964
64.6964
64.7143
64.6964
64.6964
64.6964
64.6964
64.7143
64.6964
64.7143
64.6964
64.7143
64.7143
64.7143
64.7143
64.7143
64.7143
64.6964
64.7143
64.6964
64.7143
64.6964
64.7143
64.6964
64.7143
64.7143
64.7143
64.7143
64.6964
64.7321
65.1607
64.7143
64.7143
64.6964
64.7143
64.7143
64.7143
64.7143
64.7143
64.7143
64.7143
64.7143
65.1607
65.1607
64.7143
64.7143
65.1607
65.1607
64.6964
64.7143
64.7143
64.7143
65.1607
64.6964
64.7143
64.6964
65.1607
64.7143
64.7143
64.7143
64.7143
64.7143
64.7143
65.1607
65.1607
64.6964
64.7143
65.1607
64.7143
65.1607
64.7143
64.7143
65.1607
64.7143
64.6964
64.7143
65.1607
64.7143
64.7143
64.6964
64.7143
64.6964
64.6964
64.6964
64.7143
64.7321
64.6964
64.7143
64.6964
64.6964
64.7143
64.7143
64.7143
64.7143
64.7143
65.1607
64.7143
64.6964
64.7143
64.6964
64.7143
64.7143
64.7143
65.1607
64.7143
64.6964
64.6964
65.1607
65.1607
64.7321
64.6964
64.7143
64.7143
64.7143
64.7143
64.7143
64.7143
65.1607
65.1607
64.6964
64.7143
64.7143
65.1786
65.1607
64.7143
64.7143
64.7143
64.7143
64.7143
64.7143
65.1607
64.7321
64.6964
64.6964
64.7143
64.7143
64.7143
64.6964
65.1607
64.7143
64.7143
64.6964
64.7143
65.1607
64.7143
64.7143
64.7143
64.7143
64.7143
64.6964
64.6964
64.7143
64.7143
64.7143
64.6964
64.7143
64.7143
65.1607
64.7143
64.7143
65.1607
64.6964
64.6964
64.6964
64.7143
64.6964
64.7143
64.6964
64.6964
64.7143
64.7143
64.7143
64.6964
64.7143
64.7321
64.7143
64.6964
64.7143
64.7143
64.7143
64.7143
64.6964
64.7321
65.1607
64.7321
64.7143
64.7143
64.6964
64.7143
65.1607
64.7143
65.1607
64.7143
64.7143
64.7143
64.7143
64.6964
64.7143
64.6964
64.6964
64.7143
65.1786
64.7143
64.6964
64.7143
64.7143
64.7143
64.7143
65.1607
64.6964
65.1429
65.2143
64.6964
65.0179
64.9286
64.9643
64.5179
64.5179
64.5179
64.4643
64.5179
65.2143
65.8393
66.1786
68.2321
69.5179
71.3214
71.7500
73.4643
75.9643
78.2321
80.6786
81.9464
83.9464
84.9643
87.4464
88.4107
88.7321
88.4821
90.1250
90.0357
90.9286
90.0357
89.7321
90.0000
90.4107
90.0536
90.1607
91.2321
91.3036
90.8036
90.2321
90.1607
89.6071
89.9286
89.9107
90.3036
89.8214
89.8571
89.4643
90.3036
89.3036
89.6786
89.2500
90.1071
89.2143
89.2321
89.2321
89.2321
90.0714
89.1786
89.2500
89.2321
88.8036
89.2143
89.2321
89.6786
89.2143
89.6429
89.1964
89.2143
89.6607
89.2143
89.6607
89.2321
89.2500
89.2321
89.2321
89.2321
89.2143
89.2500
89.6607
89.2321
89.2321
89.2321
89.6429
89.6607
89.6607
89.2143
89.6429
89.6429
89.6607
89.2321
89.6429
89.2321
89.2321
89.2321
89.2321
89.2321
89.2321
89.2321
89.2321
89.6607
89.6607
89.2321
89.6607
89.6607
89.2321
89.7143
89.2321
89.2321
89.2500
89.2500
89.2321
89.2321
89.2500
89.2500
89.6607
89.2321
89.2321
89.2143
89.2321
89.2500
89.2321
89.2500
89.2500
89.2321
89.2500
89.2500
89.2500
89.2321
89.2321
89.2321
89.6429
89.2321
89.2321
89.2321
89.7143
89.2500
89.2321
89.2321
89.2321
89.2321
89.2321
89.2321
89.2500
89.2500
89.2500
89.2321
89.6607
89.2321
89.2500
89.2321
89.2500
89.2321
89.2500
89.2321
89.2321
89.2321
89.2321
89.6607
89.2321
89.2321
89.2321
88.8036
89.2321
89.2321
89.2321
89.2321
89.2321
89.2500
89.2321
89.2321
89.2321
89.2321
89.2500
89.2500
89.2500
89.6964
89.2321
88.8214
89.2500
89.2321
89.2321
89.2321
89.2321
89.6964
89.2500
89.2321
89.2500
89.6786
89.2321
89.2321
89.2321
88.8036
89.2500
89.2143
89.2321
89.2321
89.2500
89.2321
89.2500
89.2500
88.8214
89.2500
89.6964
88.8214
89.2321
89.2500
89.2321
88.8036
89.2500
88.8214
89.2321
89.2500
89.2321
89.2321
89.2321
89.2321
89.2321
89.2321
89.2321
89.2321
89.2321
89.2321
89.2321
89.2321
89.2321
89.6607
89.2321
89.2321
89.2321
88.8036
89.6964
89.2321
89.6607
89.2143
89.2321
89.2500
89.2321
88.8036
89.2321
89.2500
89.2321
89.2321
89.2143
89.2321
89.2321
89.2500
89.2321
89.2321
89.2321
89.6964
89.2321
89.2321
89.2321
89.2500
89.2321
89.2500
89.2143
89.2500
89.2500
89.6607
89.2500
89.2321
89.2500
89.2321
89.2321
89.2321
89.2500
89.2321
89.2321
89.2321
89.2500
89.2321
89.2321
89.2500
89.2500
89.2321
89.2500
89.2321
89.2321
89.2321
89.6607
89.2143
89.2500
89.2321
89.2500
89.2321
89.2321
89.6607
89.2321
89.2500
89.2321
89.2321
89.6607
89.6607
89.2321
89.2500
89.6607
89.2500
89.2321
89.2321
89.6607
89.2321
89.2321
89.2321
88.8393
89.2143
89.6607
88.8214
89.2500
89.2500
89.2321
89.2500
88.8393
89.2321
89.2321
89.2143
89.6607
89.2321
89.6607
89.2321
89.2321
89.2500
89.2321
89.6607
89.2321
89.2500
89.2321
89.2321
89.2321
89.2143
89.2321
89.6607
89.2321
89.2500
89.2321
89.6607
89.2321
89.2321
89.6607
89.2321
89.6607
89.2321
89.2321
89.2321
89.2321
89.2321
89.2500
89.2500
89.6607
89.6607
89.2321
89.2321
89.2321
89.6607
89.2321
89.2321
89.6607
89.2143
89.6607
89.2321
89.2143
89.2321
89.2500
89.2321
89.2321
89.2143
89.2321
89.6607
89.6429
89.2143
89.2500
89.2321
89.2143
89.2321
89.2321
89.2321
89.2321
89.2321
89.2321
89.2321
89.2500
89.2500
89.2321
89.2143
88.8214
89.2321
89.6429
89.2500
88.8214
89.2321
89.2321
89.2321
89.2321
89.2500
89.2321
89.2500
89.2321
89.2500
89.2321
89.2321
89.2321
89.6607
89.2321
89.2321
88.8571
88.2321
88.2321
88.6607
88.6607
88.7321
88.7857
88.9821
89.1786
88.8571
88.9821
88.9464
89.7321
89.6786
89.1071
89.9821
91.2500
91.8036
93.3036
93.4464
94.1250
95.0179
95.2143
96.0000
96.4643
98.4643
100.0357
101.3036
103.5357
104.8036
105.8036
106.3036
107.1429
107.9643
109.9107
110.0357
111.5357
112.9821
112.7321
112.6250
112.3750
112.6964
112.5536
112.3214
111.6071
111.9464
112.0536
111.2321
111.6786
111.7679
111.7679
110.8571
111.3036
110.8571
111.2679
111.2321
111.6250
111.2143
111.1964
110.7679
111.6250
111.1786
111.1964
111.1786
111.1964
111.1786
111.6071
111.1786
111.1786
110.7500
111.1607
111.1786
111.1786
110.7679
111.1964
111.1964
111.1786
111.1786
111.1786
111.1964
110.7500
111.1786
111.1964
110.7679
111.2143
110.7500
111.1786
110.7500
111.1786
111.1786
111.1964
111.6429
111.1786
111.1964
112.0714
110.7500
111.1964
110.7500
110.7679
111.1964
111.1607
111.1964
111.1786
111.6071
111.6071
112.0893
112.0714
112.0893
111.1964
111.1786
112.0893
111.1964
110.7500
111.1964
110.7500
111.1786
110.7679
110.7500
111.1786
110.7679
112.0893
110.7500
110.7500
111.1964
110.7500
111.1786
111.1786
112.1071
112.0714
111.1964
111.1786
111.1964
112.0714
112.0714
111.1786
111.1964
111.6071
111.1964
111.1786
111.1786
110.7679
110.7500
111.1786
111.1786
112.0893
110.7500
111.1964
111.1786
112.0893
110.7679
111.1964
111.6071
111.1964
110.7321
110.7679
110.7500
110.7679
111.1786
111.1786
111.1964
110.7679
111.1786
111.1964
110.7679
111.6071
111.1786
110.7500
110.7500
110.7500
111.1964
111.1786
111.6250
110.7679
111.1964
111.1786
111.6071
111.6071
111.6071
111.6071
111.1786
111.6250
111.1786
111.1786
111.6071
111.6071
111.6071
111.1786
110.7500
110.7679
111.1964
111.1964
111.2143
111.1786
110.7679
111.1786
110.7500
111.1964
111.1786
111.1964
111.6250
111.2143
110.7500
111.6071
111.1786
111.1964
111.6071
111.1786
111.6071
111.1786
111.6250
110.7679
111.1964
110.7679
111.1786
110.7500
112.0714
111.1786
111.1786
111.1786
111.1607
111.1786
111.1786
111.1786
111.6250
111.1964
112.1071
111.1786
111.6250
110.7679
110.7500
111.1786
111.6071
110.7500
112.0893
111.6071
111.1786
110.7857
112.0357
111.6071
111.1786
111.6250
111.1786
111.1786
111.1786
111.6250
111.6250
111.1786
111.1964
112.0536
112.1071
112.0893
111.6250
111.1786
111.1786
111.6071
111.6250
111.1786
112.0893
111.1786
111.1786
111.6071
111.6071
111.1786
111.1964
111.1786
111.1786
111.1786
111.1786
111.1786
110.7500
112.0893
111.1786
111.1786
111.1786
111.1786
111.1786
111.1786
111.1786
111.6071
111.6071
112.0893
111.1786
111.6071
111.1607
111.6250
111.1786
111.6071
111.1786
111.1786
111.1786
111.6071
111.6071
111.1786
111.1786
111.1786
111.6071
112.0357
111.1786
112.0536
111.1786
112.1071
111.6071
112.0357
112.0893
111.6071
111.1786
111.6071
111.1786
111.1964
111.1786
111.1964
110.7321
111.1964
111.6250
111.6071
111.6071
111.1786
111.6071
112.0357
111.6250
111.1786
111.1786
110.7679
112.0357
111.6071
111.1964
111.1786
111.1786
111.6250
111.1786
111.1786
111.1786
112.1071
112.0536
112.0536
111.6071
111.6071
111.1964
111.6250
112.0714
111.6250
111.1786
110.7679
112.0536
111.6071
112.0536
112.1071
112.0536
112.1071
110.7679
111.6250
111.6250
111.6071
111.6071
112.0893
111.1786
110.7679
111.1786
111.6250
111.6071
110.7500
111.6250
111.1786
112.1071
112.0893
111.1786
111.1964
111.6071
111.1964
111.1786
111.1964
111.1786
111.1786
111.6071
111.1786
111.6250
111.6250
111.6071
112.1071
112.1071
111.1786
111.1786
111.6071
111.1786
112.0357
111.6071
111.1786
111.1964
111.1964
111.1786
111.6250
110.7500
111.1964
110.7679
111.1786
111.6071
112.1071
111.6071
112.1071
111.6071
111.1786
112.0893
111.6071
111.6071
111.1786
111.1786
111.6071
110.7500
111.6071
111.6071
111.6071
111.1786
110.7500
111.1786
111.6071
111.1786
111.1786
111.6071
112.0357
111.6071
112.1071
112.0357
111.6071
112.0536
111.1786
111.6071
111.1786
112.1071
112.1071
111.1964
112.1071
111.1786
111.1786
111.1786
111.6071
111.6250
112.1071
111.1786
111.1964
111.1964
111.1964
111.1786
112.0893
112.0357
111.6071
111.1786
110.7500
110.7500
112.0357
111.1964
111.6250
110.7679
111.1964
112.0714
111.1964
111.5893
111.1786
111.1786
111.6071
111.6071
111.6071
111.6071
111.1964
110.7857
111.6071
111.1786
111.1786
111.1786
111.6071
111.6071
111.1964
111.1607
111.1964
111.1786
111.1786
111.1964
111.1786
111.1786
112.0893
111.6071
111.6071
111.6071
112.1071
112.0536
111.1964
112.1071
111.6071
111.1786
112.0536
112.0893
111.6071
111.6071
111.1964
111.1964
111.1964
111.6071
111.1964
111.1786
111.1964
111.6071
111.6071
111.6250
111.6071
111.1786
111.1786
111.6071
111.1786
111.6071
111.6250
111.6071
111.1964
111.1964
111.1964
111.1786
111.6071
111.1786
111.6071
111.6071
111.1786
111.6250
111.1964
111.1786
111.1964
112.0357
111.1786
111.1786
110.7500
111.1964
111.1786
111.1786
111.1964
111.6071
111.1786
111.1964
111.1964
111.1786
111.1607
111.6071
111.1964
111.1786
112.1071
112.0893
111.1786
111.1964
111.1964
112.0536
112.0357
112.0536
111.1964
111.6250
111.1964
111.1964
111.1786
110.7679
111.1964
112.1071
111.1964
111.1786
112.1071
111.1786
111.6071
111.6071
111.1964
111.1786
111.1786
111.1786
112.1071
111.6071
112.1071
111.6250
111.1607
110.7679
111.1964
111.1786
111.6071
111.1786
111.1786
112.0536
111.1964
111.1964
111.1786
111.6250
111.6071
111.6071
111.6071
111.1786
111.6071
112.1071
112.1071
112.1071
112.1071
111.1964
111.1786
111.6071
111.1786
112.1071
111.6250
112.1071
112.1071
110.7679
112.1071
111.6071
111.6071
112.1071
112.1071
112.0893
112.0893
111.6071
111.1786
111.1964
111.1786
112.1071
111.6071
112.0536
112.0536
111.6071
111.1964
112.1071
110.7679
111.1786
110.7857
111.6071
111.6071
112.0893
111.1964
111.6071
112.1071
111.1786
111.6071
112.0536
111.6071
111.1786
111.1786
112.0357
111.1786
111.6071
112.1071
111.6071
111.1964
111.1964
112.0536
111.1786
112.0893
111.6071
111.1786
111.1786
112.1071
111.1786
112.0357
111.1786
112.0357
111.1964
111.1964
111.1786
111.1964
111.1964
110.7679
111.1786
111.1786
111.1786
111.1786
111.1786
111.6071
111.1786
111.6071
112.0357
111.1964
111.1964
110.7500
111.1250
111.0536
112.0714
111.1071
111.6964
110.4107
111.0536
111.2500
110.3036
110.0357
111.4643
111.3750
112.5000
113.1964
113.6964
116.1429
116.3571
117.4107
118.1071
119.1964
120.3393
121.5000
122.6607
124.1607
126.2143
127.3929
127.7321
129.7322
129.7857
130.2143
132.3572
133.0000
133.5536
134.0357
134.4464
134.8214
133.4464
134.6607
134.6250
134.3750
133.3036
133.7500
133.7857
133.4107
133.9107
133.0536
133.5536
133.1429
134.0536
133.1250
133.5536
134.0536
133.5536
133.9822
133.6607
133.4822
133.4286
133.4286
133.4286
132.9286
133.4286
133.3750
133.4286
132.9464
133.4286
132.9464
132.9464
132.9286
132.4822
132.9464
132.5000
132.9286
133.4107
133.3929
132.5000
133.4286
132.9286
132.9286
132.4822
133.3750
132.5000
132.5000
132.5000
132.5000
133.3929
132.5179
133.3929
132.5000
132.4822
133.4107
132.5000
